Anno;Causa di morte;Classe eta;Numero decessi
2005;altre malattie dell'apparato respiratorio;da 80 a 84 anni;24
2005;altre Malattie endocrine, del metabolismo e immunitarie;85 anni e oltre;10
2005;altre Malattie endocrine, del metabolismo e immunitarie;da 0 a 19 anni;0
2005;altre Malattie endocrine, del metabolismo e immunitarie;da 20 a 34 anni;0
2005;altre Malattie endocrine, del metabolismo e immunitarie;da 35 a 49 anni;0
2005;altre Malattie endocrine, del metabolismo e immunitarie;da 50 a 59 anni;1
2005;altre Malattie endocrine, del metabolismo e immunitarie;da 60 a 69 anni;2
2005;altre Malattie endocrine, del metabolismo e immunitarie;da 70 a 74 anni;2
2005;altre Malattie endocrine, del metabolismo e immunitarie;da 75 a 79 anni;1
2005;altre Malattie endocrine, del metabolismo e immunitarie;da 80 a 84 anni;7
2005;altri Tumori;85 anni e oltre;36
2005;altri Tumori;da 0 a 19 anni;0
2005;altri Tumori;da 20 a 34 anni;1
2005;altri Tumori;da 35 a 49 anni;7
2005;altri Tumori;da 50 a 59 anni;12
2005;altri Tumori;da 60 a 69 anni;39
2005;altri Tumori;da 70 a 74 anni;25
2005;altri Tumori;da 75 a 79 anni;39
2005;altri Tumori;da 80 a 84 anni;51
2005;Bronchite, enfisema ed asma;85 anni e oltre;46
2005;Bronchite, enfisema ed asma;da 0 a 19 anni;0
2005;Bronchite, enfisema ed asma;da 20 a 34 anni;0
2005;Bronchite, enfisema ed asma;da 35 a 49 anni;0
2005;Bronchite, enfisema ed asma;da 50 a 59 anni;0
2005;Bronchite, enfisema ed asma;da 60 a 69 anni;2
2005;Bronchite, enfisema ed asma;da 70 a 74 anni;3
2005;Bronchite, enfisema ed asma;da 75 a 79 anni;5
2005;Bronchite, enfisema ed asma;da 80 a 84 anni;17
2005;Cardiopatia ischemica;85 anni e oltre;154
2005;Cardiopatia ischemica;da 0 a 19 anni;1
2005;Cardiopatia ischemica;da 20 a 34 anni;0
2005;Cardiopatia ischemica;da 35 a 49 anni;0
2005;Cardiopatia ischemica;da 50 a 59 anni;3
2005;Cardiopatia ischemica;da 60 a 69 anni;8
2005;Cardiopatia ischemica;da 70 a 74 anni;12
2005;Cardiopatia ischemica;da 75 a 79 anni;24
2005;Cardiopatia ischemica;da 80 a 84 anni;46
2005;Cirrosi epatica;85 anni e oltre;2
2005;Cirrosi epatica;da 0 a 19 anni;1
2005;Cirrosi epatica;da 20 a 34 anni;0
2005;Cirrosi epatica;da 35 a 49 anni;3
2005;Cirrosi epatica;da 50 a 59 anni;1
2005;Cirrosi epatica;da 60 a 69 anni;2
2005;Cirrosi epatica;da 70 a 74 anni;4
2005;Cirrosi epatica;da 75 a 79 anni;12
2005;Cirrosi epatica;da 80 a 84 anni;7
2005;Compl. della gravidanza, parto e puerperio;85 anni e oltre;0
2005;Compl. della gravidanza, parto e puerperio;da 0 a 19 anni;0
2005;Compl. della gravidanza, parto e puerperio;da 20 a 34 anni;0
2005;Compl. della gravidanza, parto e puerperio;da 35 a 49 anni;0
2005;Compl. della gravidanza, parto e puerperio;da 50 a 59 anni;1
2005;Compl. della gravidanza, parto e puerperio;da 60 a 69 anni;0
2005;Compl. della gravidanza, parto e puerperio;da 70 a 74 anni;0
2005;Compl. della gravidanza, parto e puerperio;da 75 a 79 anni;0
2005;Compl. della gravidanza, parto e puerperio;da 80 a 84 anni;0
2005;Condizioni morbose di origine perinatale;85 anni e oltre;0
2005;Condizioni morbose di origine perinatale;da 0 a 19 anni;5
2005;Condizioni morbose di origine perinatale;da 20 a 34 anni;0
2005;Condizioni morbose di origine perinatale;da 35 a 49 anni;0
2005;Condizioni morbose di origine perinatale;da 50 a 59 anni;0
2005;Condizioni morbose di origine perinatale;da 60 a 69 anni;0
2005;Condizioni morbose di origine perinatale;da 70 a 74 anni;0
2005;Condizioni morbose di origine perinatale;da 75 a 79 anni;0
2005;Condizioni morbose di origine perinatale;da 80 a 84 anni;0
2005;diabete;85 anni e oltre;34
2005;diabete;da 0 a 19 anni;0
2005;diabete;da 20 a 34 anni;0
2005;diabete;da 35 a 49 anni;0
2005;diabete;da 50 a 59 anni;0
2005;diabete;da 60 a 69 anni;5
2005;diabete;da 70 a 74 anni;6
2005;diabete;da 75 a 79 anni;10
2005;diabete;da 80 a 84 anni;22
2005;Disturbi psichici;85 anni e oltre;68
2005;Disturbi psichici;da 0 a 19 anni;0
2005;Disturbi psichici;da 20 a 34 anni;0
2005;Disturbi psichici;da 35 a 49 anni;0
2005;Disturbi psichici;da 50 a 59 anni;1
2005;Disturbi psichici;da 60 a 69 anni;2
2005;Disturbi psichici;da 70 a 74 anni;3
2005;Disturbi psichici;da 75 a 79 anni;2
2005;Disturbi psichici;da 80 a 84 anni;18
2005;Incidenti stradali;85 anni e oltre;1
2005;Incidenti stradali;da 0 a 19 anni;0
2005;Incidenti stradali;da 20 a 34 anni;2
2005;Incidenti stradali;da 35 a 49 anni;3
2005;Incidenti stradali;da 50 a 59 anni;0
2005;Incidenti stradali;da 60 a 69 anni;1
2005;Incidenti stradali;da 70 a 74 anni;0
2005;Incidenti stradali;da 75 a 79 anni;0
2005;Incidenti stradali;da 80 a 84 anni;2
2005;Infarto del miocardio;85 anni e oltre;51
2005;Infarto del miocardio;da 0 a 19 anni;0
2005;Infarto del miocardio;da 20 a 34 anni;0
2005;Infarto del miocardio;da 35 a 49 anni;0
2005;Infarto del miocardio;da 50 a 59 anni;1
2005;Infarto del miocardio;da 60 a 69 anni;3
2005;Infarto del miocardio;da 70 a 74 anni;5
2005;Infarto del miocardio;da 75 a 79 anni;14
2005;Infarto del miocardio;da 80 a 84 anni;18
2005;Leucemie;85 anni e oltre;4
2005;Leucemie;da 0 a 19 anni;0
2005;Leucemie;da 20 a 34 anni;0
2005;Leucemie;da 35 a 49 anni;2
2005;Leucemie;da 50 a 59 anni;1
2005;Leucemie;da 60 a 69 anni;2
2005;Leucemie;da 70 a 74 anni;2
2005;Leucemie;da 75 a 79 anni;2
2005;Leucemie;da 80 a 84 anni;5
2005;Malattie cerebrovascolari;85 anni e oltre;172
2005;Malattie cerebrovascolari;da 0 a 19 anni;0
2005;Malattie cerebrovascolari;da 20 a 34 anni;1
2005;Malattie cerebrovascolari;da 35 a 49 anni;1
2005;Malattie cerebrovascolari;da 50 a 59 anni;4
2005;Malattie cerebrovascolari;da 60 a 69 anni;9
2005;Malattie cerebrovascolari;da 70 a 74 anni;10
2005;Malattie cerebrovascolari;da 75 a 79 anni;28
2005;Malattie cerebrovascolari;da 80 a 84 anni;57
2005;Malattie del sangue e degli organi ematopeici;85 anni e oltre;4
2005;Malattie del sangue e degli organi ematopeici;da 0 a 19 anni;0
2005;Malattie del sangue e degli organi ematopeici;da 20 a 34 anni;1
2005;Malattie del sangue e degli organi ematopeici;da 35 a 49 anni;0
2005;Malattie del sangue e degli organi ematopeici;da 50 a 59 anni;0
2005;Malattie del sangue e degli organi ematopeici;da 60 a 69 anni;0
2005;Malattie del sangue e degli organi ematopeici;da 70 a 74 anni;1
2005;Malattie del sangue e degli organi ematopeici;da 75 a 79 anni;1
2005;Malattie del sangue e degli organi ematopeici;da 80 a 84 anni;5
2005;Malattie del sistema nervoso;85 anni e oltre;45
2005;Malattie del sistema nervoso;da 0 a 19 anni;1
2005;Malattie del sistema nervoso;da 20 a 34 anni;0
2005;Malattie del sistema nervoso;da 35 a 49 anni;1
2005;Malattie del sistema nervoso;da 50 a 59 anni;0
2005;Malattie del sistema nervoso;da 60 a 69 anni;6
2005;Malattie del sistema nervoso;da 70 a 74 anni;7
2005;Malattie del sistema nervoso;da 75 a 79 anni;13
2005;Malattie del sistema nervoso;da 80 a 84 anni;23
2005;Malattie del sistema osteomuscolare e del connettivo;85 anni e oltre;14
2005;Malattie del sistema osteomuscolare e del connettivo;da 0 a 19 anni;0
2005;Malattie del sistema osteomuscolare e del connettivo;da 20 a 34 anni;0
2005;Malattie del sistema osteomuscolare e del connettivo;da 35 a 49 anni;0
2005;Malattie del sistema osteomuscolare e del connettivo;da 50 a 59 anni;2
2005;Malattie del sistema osteomuscolare e del connettivo;da 60 a 69 anni;2
2005;Malattie del sistema osteomuscolare e del connettivo;da 70 a 74 anni;3
2005;Malattie del sistema osteomuscolare e del connettivo;da 75 a 79 anni;3
2005;Malattie del sistema osteomuscolare e del connettivo;da 80 a 84 anni;5
2005;Malattie della pelle e del sottocutaneo;85 anni e oltre;2
2005;Malattie della pelle e del sottocutaneo;da 0 a 19 anni;0
2005;Malattie della pelle e del sottocutaneo;da 20 a 34 anni;0
2005;Malattie della pelle e del sottocutaneo;da 35 a 49 anni;0
2005;Malattie della pelle e del sottocutaneo;da 50 a 59 anni;0
2005;Malattie della pelle e del sottocutaneo;da 60 a 69 anni;0
2005;Malattie della pelle e del sottocutaneo;da 70 a 74 anni;0
2005;Malattie della pelle e del sottocutaneo;da 75 a 79 anni;0
2005;Malattie della pelle e del sottocutaneo;da 80 a 84 anni;1
2005;Malattie dell'apparato genitourinario;85 anni e oltre;16
2005;Malattie dell'apparato genitourinario;da 0 a 19 anni;0
2005;Malattie dell'apparato genitourinario;da 20 a 34 anni;0
2005;Malattie dell'apparato genitourinario;da 35 a 49 anni;0
2005;Malattie dell'apparato genitourinario;da 50 a 59 anni;0
2005;Malattie dell'apparato genitourinario;da 60 a 69 anni;1
2005;Malattie dell'apparato genitourinario;da 70 a 74 anni;3
2005;Malattie dell'apparato genitourinario;da 75 a 79 anni;7
2005;Malattie dell'apparato genitourinario;da 80 a 84 anni;5
2005;Malattie infettive e parassitarie;85 anni e oltre;8
2005;Malattie infettive e parassitarie;da 0 a 19 anni;0
2005;Malattie infettive e parassitarie;da 20 a 34 anni;0
2005;Malattie infettive e parassitarie;da 35 a 49 anni;1
2005;Malattie infettive e parassitarie;da 50 a 59 anni;1
2005;Malattie infettive e parassitarie;da 60 a 69 anni;1
2005;Malattie infettive e parassitarie;da 70 a 74 anni;2
2005;Malattie infettive e parassitarie;da 75 a 79 anni;5
2005;Malattie infettive e parassitarie;da 80 a 84 anni;6
2005;Malformazioni congenite;85 anni e oltre;1
2005;Malformazioni congenite;da 0 a 19 anni;1
2005;Malformazioni congenite;da 20 a 34 anni;0
2005;Malformazioni congenite;da 35 a 49 anni;0
2005;Malformazioni congenite;da 50 a 59 anni;1
2005;Malformazioni congenite;da 60 a 69 anni;0
2005;Malformazioni congenite;da 70 a 74 anni;1
2005;Malformazioni congenite;da 75 a 79 anni;2
2005;Malformazioni congenite;da 80 a 84 anni;1
2005;Non recuperata;85 anni e oltre;0
2005;Non recuperata;da 0 a 19 anni;0
2005;Non recuperata;da 20 a 34 anni;0
2005;Non recuperata;da 35 a 49 anni;0
2005;Non recuperata;da 50 a 59 anni;0
2005;Non recuperata;da 60 a 69 anni;0
2005;Non recuperata;da 70 a 74 anni;0
2005;Non recuperata;da 75 a 79 anni;1
2005;Non recuperata;da 80 a 84 anni;1
2005;Overdose;85 anni e oltre;0
2005;Overdose;da 0 a 19 anni;0
2005;Overdose;da 20 a 34 anni;0
2005;Overdose;da 35 a 49 anni;0
2005;Overdose;da 50 a 59 anni;0
2005;Overdose;da 60 a 69 anni;0
2005;Overdose;da 70 a 74 anni;0
2005;Overdose;da 75 a 79 anni;0
2005;Overdose;da 80 a 84 anni;0
2005;Sintomi, segni e stati morbosi mal definiti;85 anni e oltre;15
2005;Sintomi, segni e stati morbosi mal definiti;da 0 a 19 anni;0
2005;Sintomi, segni e stati morbosi mal definiti;da 20 a 34 anni;0
2005;Sintomi, segni e stati morbosi mal definiti;da 35 a 49 anni;0
2005;Sintomi, segni e stati morbosi mal definiti;da 50 a 59 anni;0
2005;Sintomi, segni e stati morbosi mal definiti;da 60 a 69 anni;1
2005;Sintomi, segni e stati morbosi mal definiti;da 70 a 74 anni;0
2005;Sintomi, segni e stati morbosi mal definiti;da 75 a 79 anni;2
2005;Sintomi, segni e stati morbosi mal definiti;da 80 a 84 anni;5
2005;Suicidi;85 anni e oltre;3
2005;Suicidi;da 0 a 19 anni;0
2005;Suicidi;da 20 a 34 anni;2
2005;Suicidi;da 35 a 49 anni;1
2005;Suicidi;da 50 a 59 anni;1
2005;Suicidi;da 60 a 69 anni;2
2005;Suicidi;da 70 a 74 anni;0
2005;Suicidi;da 75 a 79 anni;1
2005;Suicidi;da 80 a 84 anni;1
2005;Traumatismi ed avvelenamenti;85 anni e oltre;46
2005;Traumatismi ed avvelenamenti;da 0 a 19 anni;1
2005;Traumatismi ed avvelenamenti;da 20 a 34 anni;1
2005;Traumatismi ed avvelenamenti;da 35 a 49 anni;2
2005;Traumatismi ed avvelenamenti;da 50 a 59 anni;1
2005;Traumatismi ed avvelenamenti;da 60 a 69 anni;3
2005;Traumatismi ed avvelenamenti;da 70 a 74 anni;4
2005;Traumatismi ed avvelenamenti;da 75 a 79 anni;8
2005;Traumatismi ed avvelenamenti;da 80 a 84 anni;12
2005;Tumori intestino;85 anni e oltre;35
2005;Tumori intestino;da 0 a 19 anni;0
2005;Tumori intestino;da 20 a 34 anni;0
2005;Tumori intestino;da 35 a 49 anni;0
2005;Tumori intestino;da 50 a 59 anni;5
2005;Tumori intestino;da 60 a 69 anni;14
2005;Tumori intestino;da 70 a 74 anni;7
2005;Tumori intestino;da 75 a 79 anni;10
2005;Tumori intestino;da 80 a 84 anni;26
2005;Tumori mammella;85 anni e oltre;12
2005;Tumori mammella;da 0 a 19 anni;0
2005;Tumori mammella;da 20 a 34 anni;0
2005;Tumori mammella;da 35 a 49 anni;8
2005;Tumori mammella;da 50 a 59 anni;12
2005;Tumori mammella;da 60 a 69 anni;15
2005;Tumori mammella;da 70 a 74 anni;12
2005;Tumori mammella;da 75 a 79 anni;9
2005;Tumori mammella;da 80 a 84 anni;19
2005;Tumori ovaio;85 anni e oltre;7
2005;Tumori ovaio;da 0 a 19 anni;0
2005;Tumori ovaio;da 20 a 34 anni;0
2005;Tumori ovaio;da 35 a 49 anni;2
2005;Tumori ovaio;da 50 a 59 anni;2
2005;Tumori ovaio;da 60 a 69 anni;6
2005;Tumori ovaio;da 70 a 74 anni;5
2005;Tumori ovaio;da 75 a 79 anni;3
2005;Tumori ovaio;da 80 a 84 anni;0
2005;Tumori polmone;85 anni e oltre;11
2005;Tumori polmone;da 0 a 19 anni;0
2005;Tumori polmone;da 20 a 34 anni;0
2005;Tumori polmone;da 35 a 49 anni;1
2005;Tumori polmone;da 50 a 59 anni;14
2005;Tumori polmone;da 60 a 69 anni;18
2005;Tumori polmone;da 70 a 74 anni;15
2005;Tumori polmone;da 75 a 79 anni;13
2005;Tumori polmone;da 80 a 84 anni;13
2005;Tumori stomaco;85 anni e oltre;13
2005;Tumori stomaco;da 0 a 19 anni;0
2005;Tumori stomaco;da 20 a 34 anni;0
2005;Tumori stomaco;da 35 a 49 anni;1
2005;Tumori stomaco;da 50 a 59 anni;1
2005;Tumori stomaco;da 60 a 69 anni;3
2005;Tumori stomaco;da 70 a 74 anni;5
2005;Tumori stomaco;da 75 a 79 anni;7
2005;Tumori stomaco;da 80 a 84 anni;9
2005;Tumori utero;85 anni e oltre;4
2005;Tumori utero;da 0 a 19 anni;0
2005;Tumori utero;da 20 a 34 anni;1
2005;Tumori utero;da 35 a 49 anni;1
2005;Tumori utero;da 50 a 59 anni;1
2005;Tumori utero;da 60 a 69 anni;6
2005;Tumori utero;da 70 a 74 anni;2
2005;Tumori utero;da 75 a 79 anni;2
2005;Tumori utero;da 80 a 84 anni;5
2005;Tumori vescica;85 anni e oltre;3
2005;Tumori vescica;da 0 a 19 anni;0
2005;Tumori vescica;da 20 a 34 anni;0
2005;Tumori vescica;da 35 a 49 anni;0
2005;Tumori vescica;da 50 a 59 anni;0
2005;Tumori vescica;da 60 a 69 anni;0
2005;Tumori vescica;da 70 a 74 anni;0
2005;Tumori vescica;da 75 a 79 anni;0
2005;Tumori vescica;da 80 a 84 anni;1
2006;Aids;85 anni e oltre;0
2006;Aids;da 0 a 19 anni;0
2006;Aids;da 20 a 34 anni;0
2006;Aids;da 35 a 49 anni;1
2006;Aids;da 50 a 59 anni;1
2006;Aids;da 60 a 69 anni;0
2006;Aids;da 70 a 74 anni;0
2006;Aids;da 75 a 79 anni;0
2006;Aids;da 80 a 84 anni;0
2006;altre malattie del sistema circolatorio;85 anni e oltre;233
2006;altre malattie del sistema circolatorio;da 0 a 19 anni;0
2006;altre malattie del sistema circolatorio;da 20 a 34 anni;1
2006;altre malattie del sistema circolatorio;da 35 a 49 anni;1
2006;altre malattie del sistema circolatorio;da 50 a 59 anni;1
2006;altre malattie del sistema circolatorio;da 60 a 69 anni;3
2006;altre malattie del sistema circolatorio;da 70 a 74 anni;7
2006;altre malattie del sistema circolatorio;da 75 a 79 anni;22
2006;altre malattie del sistema circolatorio;da 80 a 84 anni;54
2006;altre malattie dell'apparato digerente;85 anni e oltre;41
2006;altre malattie dell'apparato digerente;da 0 a 19 anni;0
2006;altre malattie dell'apparato digerente;da 20 a 34 anni;0
2006;altre malattie dell'apparato digerente;da 35 a 49 anni;0
2006;altre malattie dell'apparato digerente;da 50 a 59 anni;2
2006;altre malattie dell'apparato digerente;da 60 a 69 anni;2
2006;altre malattie dell'apparato digerente;da 70 a 74 anni;2
2006;altre malattie dell'apparato digerente;da 75 a 79 anni;16
2006;altre malattie dell'apparato digerente;da 80 a 84 anni;24
2006;altre malattie dell'apparato respiratorio;85 anni e oltre;80
2006;altre malattie dell'apparato respiratorio;da 0 a 19 anni;0
2006;altre malattie dell'apparato respiratorio;da 20 a 34 anni;0
2006;altre malattie dell'apparato respiratorio;da 35 a 49 anni;0
2006;altre malattie dell'apparato respiratorio;da 50 a 59 anni;1
2006;altre malattie dell'apparato respiratorio;da 60 a 69 anni;1
2006;altre malattie dell'apparato respiratorio;da 70 a 74 anni;5
2006;altre malattie dell'apparato respiratorio;da 75 a 79 anni;12
2006;altre malattie dell'apparato respiratorio;da 80 a 84 anni;24
2006;altre Malattie endocrine, del metabolismo e immunitarie;85 anni e oltre;12
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 0 a 19 anni;0
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 20 a 34 anni;0
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 35 a 49 anni;0
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 50 a 59 anni;0
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 60 a 69 anni;2
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 70 a 74 anni;0
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 75 a 79 anni;2
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 80 a 84 anni;4
2006;altri Tumori;85 anni e oltre;56
2006;altri Tumori;da 0 a 19 anni;2
2006;altri Tumori;da 20 a 34 anni;0
2006;altri Tumori;da 35 a 49 anni;10
2006;altri Tumori;da 50 a 59 anni;11
2006;altri Tumori;da 60 a 69 anni;29
2006;altri Tumori;da 70 a 74 anni;24
2006;altri Tumori;da 75 a 79 anni;39
2006;altri Tumori;da 80 a 84 anni;47
2006;Bronchite, enfisema ed asma;85 anni e oltre;31
2006;Bronchite, enfisema ed asma;da 0 a 19 anni;0
2006;Bronchite, enfisema ed asma;da 20 a 34 anni;0
2006;Bronchite, enfisema ed asma;da 35 a 49 anni;0
2006;Bronchite, enfisema ed asma;da 50 a 59 anni;0
2006;Bronchite, enfisema ed asma;da 60 a 69 anni;3
2006;Bronchite, enfisema ed asma;da 70 a 74 anni;3
2006;Bronchite, enfisema ed asma;da 75 a 79 anni;7
2006;Bronchite, enfisema ed asma;da 80 a 84 anni;14
2006;Cardiopatia ischemica;85 anni e oltre;137
2006;Cardiopatia ischemica;da 0 a 19 anni;1
2006;Cardiopatia ischemica;da 20 a 34 anni;0
2006;Cardiopatia ischemica;da 35 a 49 anni;0
2006;Cardiopatia ischemica;da 50 a 59 anni;2
2006;Cardiopatia ischemica;da 60 a 69 anni;8
2006;Cardiopatia ischemica;da 70 a 74 anni;9
2006;Cardiopatia ischemica;da 75 a 79 anni;18
2006;Cardiopatia ischemica;da 80 a 84 anni;43
2006;Cirrosi epatica;85 anni e oltre;7
2006;Cirrosi epatica;da 0 a 19 anni;0
2006;Cirrosi epatica;da 20 a 34 anni;0
2006;Cirrosi epatica;da 35 a 49 anni;0
2006;Cirrosi epatica;da 50 a 59 anni;2
2006;Cirrosi epatica;da 60 a 69 anni;5
2006;Cirrosi epatica;da 70 a 74 anni;3
2006;Cirrosi epatica;da 75 a 79 anni;4
2006;Cirrosi epatica;da 80 a 84 anni;5
2006;Compl. della gravidanza, parto e puerperio;85 anni e oltre;0
2006;Compl. della gravidanza, parto e puerperio;da 0 a 19 anni;0
2006;Compl. della gravidanza, parto e puerperio;da 20 a 34 anni;0
2006;Compl. della gravidanza, parto e puerperio;da 35 a 49 anni;0
2006;Compl. della gravidanza, parto e puerperio;da 50 a 59 anni;0
2006;Compl. della gravidanza, parto e puerperio;da 60 a 69 anni;0
2006;Compl. della gravidanza, parto e puerperio;da 70 a 74 anni;0
2006;Compl. della gravidanza, parto e puerperio;da 75 a 79 anni;0
2006;Compl. della gravidanza, parto e puerperio;da 80 a 84 anni;0
2006;Condizioni morbose di origine perinatale;85 anni e oltre;0
2006;Condizioni morbose di origine perinatale;da 0 a 19 anni;5
2006;Condizioni morbose di origine perinatale;da 20 a 34 anni;0
2006;Condizioni morbose di origine perinatale;da 35 a 49 anni;0
2006;Condizioni morbose di origine perinatale;da 50 a 59 anni;0
2006;Condizioni morbose di origine perinatale;da 60 a 69 anni;0
2006;Condizioni morbose di origine perinatale;da 70 a 74 anni;0
2006;Condizioni morbose di origine perinatale;da 75 a 79 anni;0
2006;Condizioni morbose di origine perinatale;da 80 a 84 anni;0
2006;diabete;85 anni e oltre;30
2006;diabete;da 0 a 19 anni;0
2006;diabete;da 20 a 34 anni;0
2006;diabete;da 35 a 49 anni;0
2006;diabete;da 50 a 59 anni;1
2006;diabete;da 60 a 69 anni;4
2006;diabete;da 70 a 74 anni;8
2006;diabete;da 75 a 79 anni;6
2006;diabete;da 80 a 84 anni;17
2006;Disturbi psichici;85 anni e oltre;72
2006;Disturbi psichici;da 0 a 19 anni;0
2006;Disturbi psichici;da 20 a 34 anni;0
2006;Disturbi psichici;da 35 a 49 anni;0
2006;Disturbi psichici;da 50 a 59 anni;1
2006;Disturbi psichici;da 60 a 69 anni;0
2006;Disturbi psichici;da 70 a 74 anni;1
2006;Disturbi psichici;da 75 a 79 anni;3
2006;Disturbi psichici;da 80 a 84 anni;23
2006;Incidenti stradali;85 anni e oltre;1
2006;Incidenti stradali;da 0 a 19 anni;0
2006;Incidenti stradali;da 20 a 34 anni;1
2006;Incidenti stradali;da 35 a 49 anni;0
2006;Incidenti stradali;da 50 a 59 anni;1
2006;Incidenti stradali;da 60 a 69 anni;1
2006;Incidenti stradali;da 70 a 74 anni;1
2006;Incidenti stradali;da 75 a 79 anni;2
2006;Incidenti stradali;da 80 a 84 anni;1
2006;Infarto del miocardio;85 anni e oltre;48
2006;Infarto del miocardio;da 0 a 19 anni;0
2006;Infarto del miocardio;da 20 a 34 anni;0
2006;Infarto del miocardio;da 35 a 49 anni;0
2006;Infarto del miocardio;da 50 a 59 anni;2
2006;Infarto del miocardio;da 60 a 69 anni;7
2006;Infarto del miocardio;da 70 a 74 anni;3
2006;Infarto del miocardio;da 75 a 79 anni;8
2006;Infarto del miocardio;da 80 a 84 anni;17
2006;Leucemie;85 anni e oltre;8
2006;Leucemie;da 0 a 19 anni;1
2006;Leucemie;da 20 a 34 anni;0
2006;Leucemie;da 35 a 49 anni;2
2006;Leucemie;da 50 a 59 anni;1
2006;Leucemie;da 60 a 69 anni;2
2006;Leucemie;da 70 a 74 anni;4
2006;Leucemie;da 75 a 79 anni;5
2006;Leucemie;da 80 a 84 anni;6
2006;Malattie cerebrovascolari;85 anni e oltre;150
2006;Malattie cerebrovascolari;da 0 a 19 anni;0
2006;Malattie cerebrovascolari;da 20 a 34 anni;0
2006;Malattie cerebrovascolari;da 35 a 49 anni;1
2006;Malattie cerebrovascolari;da 50 a 59 anni;3
2006;Malattie cerebrovascolari;da 60 a 69 anni;4
2006;Malattie cerebrovascolari;da 70 a 74 anni;10
2006;Malattie cerebrovascolari;da 75 a 79 anni;37
2006;Malattie cerebrovascolari;da 80 a 84 anni;53
2006;Malattie del sangue e degli organi ematopeici;85 anni e oltre;8
2006;Malattie del sangue e degli organi ematopeici;da 0 a 19 anni;0
2006;Malattie del sangue e degli organi ematopeici;da 20 a 34 anni;0
2006;Malattie del sangue e degli organi ematopeici;da 35 a 49 anni;0
2006;Malattie del sangue e degli organi ematopeici;da 50 a 59 anni;0
2006;Malattie del sangue e degli organi ematopeici;da 60 a 69 anni;0
2006;Malattie del sangue e degli organi ematopeici;da 70 a 74 anni;0
2006;Malattie del sangue e degli organi ematopeici;da 75 a 79 anni;1
2006;Malattie del sangue e degli organi ematopeici;da 80 a 84 anni;1
2006;Malattie del sistema nervoso;85 anni e oltre;42
2006;Malattie del sistema nervoso;da 0 a 19 anni;1
2006;Malattie del sistema nervoso;da 20 a 34 anni;0
2006;Malattie del sistema nervoso;da 35 a 49 anni;0
2006;Malattie del sistema nervoso;da 50 a 59 anni;2
2006;Malattie del sistema nervoso;da 60 a 69 anni;7
2006;Malattie del sistema nervoso;da 70 a 74 anni;5
2006;Malattie del sistema nervoso;da 75 a 79 anni;11
2006;Malattie del sistema nervoso;da 80 a 84 anni;23
2006;Malattie del sistema osteomuscolare e del connettivo;85 anni e oltre;22
2006;Malattie del sistema osteomuscolare e del connettivo;da 0 a 19 anni;0
2006;Malattie del sistema osteomuscolare e del connettivo;da 20 a 34 anni;0
2006;Malattie del sistema osteomuscolare e del connettivo;da 35 a 49 anni;0
2006;Malattie del sistema osteomuscolare e del connettivo;da 50 a 59 anni;1
2006;Malattie del sistema osteomuscolare e del connettivo;da 60 a 69 anni;5
2006;Malattie del sistema osteomuscolare e del connettivo;da 70 a 74 anni;2
2006;Malattie del sistema osteomuscolare e del connettivo;da 75 a 79 anni;2
2006;Malattie del sistema osteomuscolare e del connettivo;da 80 a 84 anni;8
2006;Malattie della pelle e del sottocutaneo;85 anni e oltre;3
2006;Malattie della pelle e del sottocutaneo;da 0 a 19 anni;0
2006;Malattie della pelle e del sottocutaneo;da 20 a 34 anni;0
2006;Malattie della pelle e del sottocutaneo;da 35 a 49 anni;0
2006;Malattie della pelle e del sottocutaneo;da 50 a 59 anni;0
2006;Malattie della pelle e del sottocutaneo;da 60 a 69 anni;1
2006;Malattie della pelle e del sottocutaneo;da 70 a 74 anni;0
2006;Malattie della pelle e del sottocutaneo;da 75 a 79 anni;1
2006;Malattie della pelle e del sottocutaneo;da 80 a 84 anni;0
2006;Malattie dell'apparato genitourinario;85 anni e oltre;10
2006;Malattie dell'apparato genitourinario;da 0 a 19 anni;0
2006;Malattie dell'apparato genitourinario;da 20 a 34 anni;0
2006;Malattie dell'apparato genitourinario;da 35 a 49 anni;1
2006;Malattie dell'apparato genitourinario;da 50 a 59 anni;0
2006;Malattie dell'apparato genitourinario;da 60 a 69 anni;4
2006;Malattie dell'apparato genitourinario;da 70 a 74 anni;2
2006;Malattie dell'apparato genitourinario;da 75 a 79 anni;2
2006;Malattie dell'apparato genitourinario;da 80 a 84 anni;8
2006;Malattie infettive e parassitarie;85 anni e oltre;5
2006;Malattie infettive e parassitarie;da 0 a 19 anni;0
2006;Malattie infettive e parassitarie;da 20 a 34 anni;0
2006;Malattie infettive e parassitarie;da 35 a 49 anni;0
2006;Malattie infettive e parassitarie;da 50 a 59 anni;0
2006;Malattie infettive e parassitarie;da 60 a 69 anni;3
2006;Malattie infettive e parassitarie;da 70 a 74 anni;0
