Anno;Causa di morte;Classe eta;Numero decessi;miovalore;logic                                                                                                                                           
2005;Overdose;da 80 a 84 anni;0;10;0                                                                                                                                                                    
2005;Sintomi, segni e stati morbosi mal definiti;85 anni e oltre;15;17;0                                                                                                                                
2005;Sintomi, segni e stati morbosi mal definiti;da 0 a 19 anni;0;11;0                                                                                                                                  
2005;Sintomi, segni e stati morbosi mal definiti;da 20 a 34 anni;0;15;0                                                                                                                                 
2005;Sintomi, segni e stati morbosi mal definiti;da 35 a 49 anni;0;19;0                                                                                                                                 
2005;Sintomi, segni e stati morbosi mal definiti;da 50 a 59 anni;0;12;0                                                                                                                                 
2005;Sintomi, segni e stati morbosi mal definiti;da 60 a 69 anni;1;19;0                                                                                                                                 
2005;Sintomi, segni e stati morbosi mal definiti;da 70 a 74 anni;0;20;0                                                                                                                                 
2005;Sintomi, segni e stati morbosi mal definiti;da 75 a 79 anni;2;13;0                                                                                                                                 
2005;Sintomi, segni e stati morbosi mal definiti;da 80 a 84 anni;5;17;0                                                                                                                                 
2005;Suicidi;85 anni e oltre;3;15;0                                                                                                                                                                     
2005;Suicidi;da 0 a 19 anni;0;11;0                                                                                                                                                                      
2005;Suicidi;da 20 a 34 anni;2;18;0                                                                                                                                                                     
2005;Suicidi;da 35 a 49 anni;1;10;0                                                                                                                                                                     
2005;Suicidi;da 50 a 59 anni;1;14;0                                                                                                                                                                     
2005;Suicidi;da 60 a 69 anni;2;17;0                                                                                                                                                                     
2005;Suicidi;da 70 a 74 anni;0;13;0                                                                                                                                                                     
2005;Suicidi;da 75 a 79 anni;1;20;0                                                                                                                                                                     
2005;Suicidi;da 80 a 84 anni;1;19;0                                                                                                                                                                     
2005;Traumatismi ed avvelenamenti;85 anni e oltre;46;12;0                                                                                                                                               
2005;Traumatismi ed avvelenamenti;da 0 a 19 anni;1;16;0                                                                                                                                                 
2005;Traumatismi ed avvelenamenti;da 20 a 34 anni;1;16;0                                                                                                                                                
2005;Traumatismi ed avvelenamenti;da 35 a 49 anni;2;12;0                                                                                                                                                
2005;Traumatismi ed avvelenamenti;da 50 a 59 anni;1;16;0                                                                                                                                                
2005;Traumatismi ed avvelenamenti;da 60 a 69 anni;3;20;0                                                                                                                                                
2005;Traumatismi ed avvelenamenti;da 70 a 74 anni;4;13;0                                                                                                                                                
2005;Traumatismi ed avvelenamenti;da 75 a 79 anni;8;18;0                                                                                                                                                
2005;Traumatismi ed avvelenamenti;da 80 a 84 anni;12;14;0                                                                                                                                               
2005;Tumori intestino;85 anni e oltre;35;10;0                                                                                                                                                           
2005;Tumori intestino;da 0 a 19 anni;0;18;0                                                                                                                                                             
2005;Tumori intestino;da 20 a 34 anni;0;11;0                                                                                                                                                            
2005;Tumori intestino;da 35 a 49 anni;0;10;0                                                                                                                                                            
2005;Tumori intestino;da 50 a 59 anni;5;17;0                                                                                                                                                            
2005;Tumori intestino;da 60 a 69 anni;14;13;0                                                                                                                                                           
2005;Tumori intestino;da 70 a 74 anni;7;15;0                                                                                                                                                            
2005;Tumori intestino;da 75 a 79 anni;10;19;0                                                                                                                                                           
2005;Tumori intestino;da 80 a 84 anni;26;12;0                                                                                                                                                           
2005;Tumori mammella;85 anni e oltre;12;19;0                                                                                                                                                            
2005;Tumori mammella;da 0 a 19 anni;0;15;0                                                                                                                                                              
2005;Tumori mammella;da 20 a 34 anni;0;11;0                                                                                                                                                             
2005;Tumori mammella;da 35 a 49 anni;8;17;0                                                                                                                                                             
2005;Tumori mammella;da 50 a 59 anni;12;10;0                                                                                                                                                            
2005;Tumori mammella;da 60 a 69 anni;15;11;0                                                                                                                                                            
2005;Tumori mammella;da 70 a 74 anni;12;18;0                                                                                                                                                            
2005;Tumori mammella;da 75 a 79 anni;9;14;0                                                                                                                                                             
2005;Tumori mammella;da 80 a 84 anni;19;14;0                                                                                                                                                            
2005;Tumori ovaio;85 anni e oltre;7;18;0                                                                                                                                                                
2005;Tumori ovaio;da 0 a 19 anni;0;11;0                                                                                                                                                                 
2005;Tumori ovaio;da 20 a 34 anni;0;20;0                                                                                                                                                                
2005;Tumori ovaio;da 35 a 49 anni;2;16;0                                                                                                                                                                
2005;Tumori ovaio;da 50 a 59 anni;2;12;0                                                                                                                                                                
2005;Tumori ovaio;da 60 a 69 anni;6;16;0                                                                                                                                                                
2005;Tumori ovaio;da 70 a 74 anni;5;20;0                                                                                                                                                                
2005;Tumori ovaio;da 75 a 79 anni;3;12;0                                                                                                                                                                
2005;Tumori ovaio;da 80 a 84 anni;0;19;0                                                                                                                                                                
2005;Tumori polmone;85 anni e oltre;11;15;0                                                                                                                                                             
2005;Tumori polmone;da 0 a 19 anni;0;13;0                                                                                                                                                               
2005;Tumori polmone;da 20 a 34 anni;0;17;0                                                                                                                                                              
2005;Tumori polmone;da 35 a 49 anni;1;14;0                                                                                                                                                              
2005;Tumori polmone;da 50 a 59 anni;14;10;0                                                                                                                                                             
2005;Tumori polmone;da 60 a 69 anni;18;17;0                                                                                                                                                             
2005;Tumori polmone;da 70 a 74 anni;15;11;0                                                                                                                                                             
2005;Tumori polmone;da 75 a 79 anni;13;15;0                                                                                                                                                             
2005;Tumori polmone;da 80 a 84 anni;13;19;0                                                                                                                                                             
2005;Tumori stomaco;85 anni e oltre;13;13;0                                                                                                                                                             
2005;Tumori stomaco;da 0 a 19 anni;0;20;0                                                                                                                                                               
2005;Tumori stomaco;da 20 a 34 anni;0;16;0                                                                                                                                                              
2005;Tumori stomaco;da 35 a 49 anni;1;12;0                                                                                                                                                              
2005;Tumori stomaco;da 50 a 59 anni;1;16;0                                                                                                                                                              
2005;Tumori stomaco;da 60 a 69 anni;3;15;0                                                                                                                                                              
2005;Tumori stomaco;da 70 a 74 anni;5;11;0                                                                                                                                                              
2005;Tumori stomaco;da 75 a 79 anni;7;18;0                                                                                                                                                              
2005;Tumori stomaco;da 80 a 84 anni;9;10;0                                                                                                                                                              
2005;Tumori utero;85 anni e oltre;4;14;0                                                                                                                                                                
2005;Tumori utero;da 0 a 19 anni;0;18;0                                                                                                                                                                 
2005;Tumori utero;da 20 a 34 anni;1;14;0                                                                                                                                                                
2005;Tumori utero;da 35 a 49 anni;1;10;0                                                                                                                                                                
2005;Tumori utero;da 50 a 59 anni;1;18;0                                                                                                                                                                
2005;Tumori utero;da 60 a 69 anni;6;11;0                                                                                                                                                                
2005;Tumori utero;da 70 a 74 anni;2;15;0                                                                                                                                                                
2005;Tumori utero;da 75 a 79 anni;2;16;0                                                                                                                                                                
2005;Tumori utero;da 80 a 84 anni;5;12;0                                                                                                                                                                
2005;Tumori vescica;85 anni e oltre;3;19;0                                                                                                                                                              
2005;Tumori vescica;da 0 a 19 anni;0;20;0                                                                                                                                                               
2005;Tumori vescica;da 20 a 34 anni;0;13;0                                                                                                                                                              
2005;Tumori vescica;da 35 a 49 anni;0;19;0                                                                                                                                                              
2005;Tumori vescica;da 50 a 59 anni;0;15;0                                                                                                                                                              
2005;Tumori vescica;da 60 a 69 anni;0;11;0                                                                                                                                                              
2005;Tumori vescica;da 70 a 74 anni;0;17;0                                                                                                                                                              
2005;Tumori vescica;da 75 a 79 anni;0;10;0                                                                                                                                                              
2005;Tumori vescica;da 80 a 84 anni;1;14;0                                                                                                                                                              
2006;Aids;85 anni e oltre;0;17;0                                                                                                                                                                        
2006;Aids;da 0 a 19 anni;0;13;0                                                                                                                                                                         
2006;Aids;da 20 a 34 anni;0;20;0                                                                                                                                                                        
2006;Aids;da 35 a 49 anni;1;19;0                                                                                                                                                                        
2006;Aids;da 50 a 59 anni;1;12;0                                                                                                                                                                        
2006;Aids;da 60 a 69 anni;0;20;0                                                                                                                                                                        
2006;Aids;da 70 a 74 anni;0;16;0                                                                                                                                                                        
2006;Aids;da 75 a 79 anni;0;12;0                                                                                                                                                                        
2006;Aids;da 80 a 84 anni;0;16;0                                                                                                                                                                        
2006;altre malattie del sistema circolatorio;85 anni e oltre;233;20;0                                                                                                                                   
2006;altre malattie del sistema circolatorio;da 0 a 19 anni;0;13;0                                                                                                                                      
2006;altre malattie del sistema circolatorio;da 20 a 34 anni;1;18;0                                                                                                                                     
2006;altre malattie del sistema circolatorio;da 35 a 49 anni;1;14;0                                                                                                                                     
2006;altre malattie del sistema circolatorio;da 50 a 59 anni;1;14;0                                                                                                                                     
2006;altre malattie del sistema circolatorio;da 60 a 69 anni;3;18;0                                                                                                                                     
2006;altre malattie del sistema circolatorio;da 70 a 74 anni;7;11;0                                                                                                                                     
2006;altre malattie del sistema circolatorio;da 75 a 79 anni;22;10;0                                                                                                                                    
2006;altre malattie del sistema circolatorio;da 80 a 84 anni;54;17;0                                                                                                                                    
2006;altre malattie dell'apparato digerente;85 anni e oltre;41;13;0                                                                                                                                     
2006;altre malattie dell'apparato digerente;da 0 a 19 anni;0;15;0                                                                                                                                       
2006;altre malattie dell'apparato digerente;da 20 a 34 anni;0;12;0                                                                                                                                      
2006;altre malattie dell'apparato digerente;da 35 a 49 anni;0;10;0                                                                                                                                      
2006;altre malattie dell'apparato digerente;da 50 a 59 anni;2;19;0                                                                                                                                      
2006;altre malattie dell'apparato digerente;da 60 a 69 anni;2;17;0                                                                                                                                      
2006;altre malattie dell'apparato digerente;da 70 a 74 anni;2;10;0                                                                                                                                      
2006;altre malattie dell'apparato digerente;da 75 a 79 anni;16;12;0                                                                                                                                     
2006;altre malattie dell'apparato digerente;da 80 a 84 anni;24;14;0                                                                                                                                     
2006;altre malattie dell'apparato respiratorio;85 anni e oltre;80;19;0                                                                                                                                  
2006;altre malattie dell'apparato respiratorio;da 0 a 19 anni;0;17;0                                                                                                                                    
2006;altre malattie dell'apparato respiratorio;da 20 a 34 anni;0;15;0                                                                                                                                   
2006;altre malattie dell'apparato respiratorio;da 35 a 49 anni;0;11;0                                                                                                                                   
2006;altre malattie dell'apparato respiratorio;da 50 a 59 anni;1;13;0                                                                                                                                   
2006;altre malattie dell'apparato respiratorio;da 60 a 69 anni;1;20;0                                                                                                                                   
2006;altre malattie dell'apparato respiratorio;da 70 a 74 anni;5;18;0                                                                                                                                   
2006;altre malattie dell'apparato respiratorio;da 75 a 79 anni;12;15;0                                                                                                                                  
2006;altre malattie dell'apparato respiratorio;da 80 a 84 anni;24;11;0                                                                                                                                  
2006;altre Malattie endocrine, del metabolismo e immunitarie;85 anni e oltre;12;13;0                                                                                                                    
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 0 a 19 anni;0;15;0                                                                                                                      
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 20 a 34 anni;0;18;0                                                                                                                     
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 35 a 49 anni;0;16;0                                                                                                                     
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 50 a 59 anni;0;10;0                                                                                                                     
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 60 a 69 anni;2;12;0                                                                                                                     
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 70 a 74 anni;0;15;0                                                                                                                     
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 75 a 79 anni;2;19;0                                                                                                                     
2006;altre Malattie endocrine, del metabolismo e immunitarie;da 80 a 84 anni;4;16;0                                                                                                                     
2006;altri Tumori;85 anni e oltre;56;14;0                                                                                                                                                               
2006;altri Tumori;da 0 a 19 anni;2;12;0                                                                                                                                                                 
2006;altri Tumori;da 20 a 34 anni;0;14;0                                                                                                                                                                
2006;altri Tumori;da 35 a 49 anni;10;19;0                                                                                                                                                               
2006;altri Tumori;da 50 a 59 anni;11;17;0                                                                                                                                                               
2006;altri Tumori;da 60 a 69 anni;29;15;0                                                                                                                                                               
2006;altri Tumori;da 70 a 74 anni;24;11;0                                                                                                                                                               
2006;altri Tumori;da 75 a 79 anni;39;14;0                                                                                                                                                               
2006;altri Tumori;da 80 a 84 anni;47;16;0                                                                                                                                                               
2006;Bronchite, enfisema ed asma;85 anni e oltre;31;17;0                                                                                                                                                
2006;Bronchite, enfisema ed asma;da 0 a 19 anni;0;15;0                                                                                                                                                  
2006;Bronchite, enfisema ed asma;da 20 a 34 anni;0;11;0                                                                                                                                                 
2006;Bronchite, enfisema ed asma;da 35 a 49 anni;0;13;0                                                                                                                                                 
2006;Bronchite, enfisema ed asma;da 50 a 59 anni;0;15;0                                                                                                                                                 
2006;Bronchite, enfisema ed asma;da 60 a 69 anni;3;18;0                                                                                                                                                 
2006;Bronchite, enfisema ed asma;da 70 a 74 anni;3;16;0                                                                                                                                                 
2006;Bronchite, enfisema ed asma;da 75 a 79 anni;7;14;0                                                                                                                                                 
2006;Bronchite, enfisema ed asma;da 80 a 84 anni;14;13;0                                                                                                                                                
2006;Cardiopatia ischemica;85 anni e oltre;137;15;0                                                                                                                                                     
2006;Cardiopatia ischemica;da 0 a 19 anni;1;17;0                                                                                                                                                        
2006;Cardiopatia ischemica;da 20 a 34 anni;0;16;0                                                                                                                                                       
2006;Cardiopatia ischemica;da 35 a 49 anni;0;14;0                                                                                                                                                       
2006;Cardiopatia ischemica;da 50 a 59 anni;2;12;0                                                                                                                                                       
2006;Cardiopatia ischemica;da 60 a 69 anni;8;14;0                                                                                                                                                       
2006;Cardiopatia ischemica;da 70 a 74 anni;9;17;0                                                                                                                                                       
2006;Cardiopatia ischemica;da 75 a 79 anni;18;17;0                                                                                                                                                      
2006;Cardiopatia ischemica;da 80 a 84 anni;43;15;0                                                                                                                                                      
2006;Cirrosi epatica;85 anni e oltre;7;12;0                                                                                                                                                             
2006;Cirrosi epatica;da 0 a 19 anni;0;14;0                                                                                                                                                              
2006;Cirrosi epatica;da 20 a 34 anni;0;16;0                                                                                                                                                             
2006;Cirrosi epatica;da 35 a 49 anni;0;17;0                                                                                                                                                             
2006;Cirrosi epatica;da 50 a 59 anni;2;15;0                                                                                                                                                             
2006;Cirrosi epatica;da 60 a 69 anni;5;13;0                                                                                                                                                             
2006;Cirrosi epatica;da 70 a 74 anni;3;13;0                                                                                                                                                             
2006;Cirrosi epatica;da 75 a 79 anni;4;16;0                                                                                                                                                             
2006;Cirrosi epatica;da 80 a 84 anni;5;18;0                                                                                                                                                             
2006;Compl. della gravidanza, parto e puerperio;85 anni e oltre;0;16;0                                                                                                                                  
2006;Compl. della gravidanza, parto e puerperio;da 0 a 19 anni;0;13;0                                                                                                                                   
2006;Compl. della gravidanza, parto e puerperio;da 20 a 34 anni;0;13;0                                                                                                                                  
2006;Compl. della gravidanza, parto e puerperio;da 35 a 49 anni;0;15;0                                                                                                                                  
2006;Compl. della gravidanza, parto e puerperio;da 50 a 59 anni;0;17;0                                                                                                                                  
2006;Compl. della gravidanza, parto e puerperio;da 60 a 69 anni;0;16;0                                                                                                                                  
2006;Compl. della gravidanza, parto e puerperio;da 70 a 74 anni;0;14;0                                                                                                                                  
2006;Compl. della gravidanza, parto e puerperio;da 75 a 79 anni;0;12;0                                                                                                                                  
2006;Compl. della gravidanza, parto e puerperio;da 80 a 84 anni;0;15;0                                                                                                                                  
2006;Condizioni morbose di origine perinatale;85 anni e oltre;0;17;0                                                                                                                                    
2006;Condizioni morbose di origine perinatale;da 0 a 19 anni;5;19;0                                                                                                                                     
2006;Condizioni morbose di origine perinatale;da 20 a 34 anni;0;14;0                                                                                                                                    
2006;Condizioni morbose di origine perinatale;da 35 a 49 anni;0;12;0                                                                                                                                    
2006;Condizioni morbose di origine perinatale;da 50 a 59 anni;0;14;0                                                                                                                                    
2006;Condizioni morbose di origine perinatale;da 60 a 69 anni;0;16;0                                                                                                                                    
2006;Condizioni morbose di origine perinatale;da 70 a 74 anni;0;18;0                                                                                                                                    
2006;Condizioni morbose di origine perinatale;da 75 a 79 anni;0;15;0                                                                                                                                    
2006;Condizioni morbose di origine perinatale;da 80 a 84 anni;0;13;0                                                                                                                                    
2006;diabete;85 anni e oltre;30;10;0                                                                                                                                                                    
2006;diabete;da 0 a 19 anni;0;16;0                                                                                                                                                                      
2006;diabete;da 20 a 34 anni;0;18;0                                                                                                                                                                     
2006;diabete;da 35 a 49 anni;0;15;0                                                                                                                                                                     
2006;diabete;da 50 a 59 anni;1;13;0                                                                                                                                                                     
2006;diabete;da 60 a 69 anni;4;11;0                                                                                                                                                                     
2006;diabete;da 70 a 74 anni;8;15;0                                                                                                                                                                     
2006;diabete;da 75 a 79 anni;6;17;0                                                                                                                                                                     
2006;diabete;da 80 a 84 anni;17;20;0                                                                                                                                                                    
2006;Disturbi psichici;85 anni e oltre;72;14;0                                                                                                                                                          
2006;Disturbi psichici;da 0 a 19 anni;0;11;0                                                                                                                                                            
2006;Disturbi psichici;da 20 a 34 anni;0;15;0                                                                                                                                                           
2006;Disturbi psichici;da 35 a 49 anni;0;17;0                                                                                                                                                           
2006;Disturbi psichici;da 50 a 59 anni;1;19;0                                                                                                                                                           
2006;Disturbi psichici;da 60 a 69 anni;0;14;0                                                                                                                                                           
2006;Disturbi psichici;da 70 a 74 anni;1;12;0                                                                                                                                                           
2006;Disturbi psichici;da 75 a 79 anni;3;10;0                                                                                                                                                           
2006;Disturbi psichici;da 80 a 84 anni;23;16;0                                                                                                                                                          
2006;Incidenti stradali;85 anni e oltre;1;19;0                                                                                                                                                          
2006;Incidenti stradali;da 0 a 19 anni;0;10;0                                                                                                                                                           
2006;Incidenti stradali;da 20 a 34 anni;1;12;0                                                                                                                                                          
2006;Incidenti stradali;da 35 a 49 anni;0;10;0                                                                                                                                                          
2006;Incidenti stradali;da 50 a 59 anni;1;16;0                                                                                                                                                          
2006;Incidenti stradali;da 60 a 69 anni;1;18;0                                                                                                                                                          
2006;Incidenti stradali;da 70 a 74 anni;1;20;0                                                                                                                                                          
2006;Incidenti stradali;da 75 a 79 anni;2;13;0                                                                                                                                                          
2006;Incidenti stradali;da 80 a 84 anni;1;11;0                                                                                                                                                          
2006;Infarto del miocardio;85 anni e oltre;48;20;0                                                                                                                                                      
2006;Infarto del miocardio;da 0 a 19 anni;0;18;0                                                                                                                                                        
2006;Infarto del miocardio;da 20 a 34 anni;0;20;0                                                                                                                                                       
2006;Infarto del miocardio;da 35 a 49 anni;0;13;0                                                                                                                                                       
2006;Infarto del miocardio;da 50 a 59 anni;2;11;0                                                                                                                                                       
2006;Infarto del miocardio;da 60 a 69 anni;7;20;0                                                                                                                                                       
2006;Infarto del miocardio;da 70 a 74 anni;3;17;0                                                                                                                                                       
